招录机关	部门代码	用人司局	招考职位	职位代码	调剂进入面试最低分数
中央办公厅	002000	毛主席纪念堂管理局	行政处一级主任科员及以下(二)	100210005005	123.20
中央办公厅	002000	毛主席纪念堂管理局	行政处一级主任科员及以下(二)	100210005005	123.20
中央档案馆国家档案局	003000	中国第一历史档案馆	行财处一级主任科员及以下	100210006001	122.50
中央对外联络部	009000	部内司局	英语翻译一	100110001003	106.70
中央对外联络部	009000	部内司局	英语翻译一	100110001003	106.70
中央对外联络部	009000	部内司局	英语翻译一	100110001003	106.70
中央对外联络部	009000	部内司局	英语翻译一	100110001003	106.70
中央对外联络部	009000	部内司局	英语翻译一	100110001003	106.70
中央对外联络部	009000	部内司局	英语翻译一	100110001003	106.70
中央对外联络部	009000	部内司局	英语翻译一	100110001003	106.70
中央对外联络部	009000	国际交流中心	英语翻译二	100210009001	117.20
中央对外联络部	009000	国际交流中心	英语翻译二	100210009001	117.20
中国延安干部学院	028000	中国延安干部学院办公厅	计划财务处一级主任科员及以下	100210001003	120.70
中国延安干部学院	028000	中国延安干部学院办公厅	计划财务处一级主任科员及以下	100210001003	120.70
中国贸促会	053000	发展研究部	一级主任科员及以下	100310111001	120.70
中国贸促会	053000	发展研究部	一级主任科员及以下	100310111001	120.70
中国贸促会	053000	发展研究部	一级主任科员及以下	100310111001	120.70
中国残联	054000	组织联络部	社区和志愿者工作处一级主任科员及以下	100310001001	114.80
中国残联	054000	组织联络部	社区和志愿者工作处一级主任科员及以下	100310001001	114.80
中国残联	054000	组织联络部	社区和志愿者工作处一级主任科员及以下	100310001001	114.80
中国残联	054000	组织联络部	社区和志愿者工作处一级主任科员及以下	100310001001	114.80
中国法学会	057000	机关部门	一级主任科员及以下	100310001001	108.20
中国法学会	057000	机关部门	一级主任科员及以下	100310001001	108.20
中国法学会	057000	机关部门	一级主任科员及以下	100310001001	108.20
中国法学会	057000	机关部门	一级主任科员及以下	100310001001	108.20
中国法学会	057000	机关部门	一级主任科员及以下	100310001001	108.20
广西壮族自治区通信管理局	107120	信息通信管理处	一级主任科员及以下	300110004001	119.40
广西壮族自治区通信管理局	107120	信息通信管理处	一级主任科员及以下	300110004001	119.40
公安部	109000	机关司局二十一	七处一级主任科员及以下	200130121002	59.17
公安部	109000	直属司局七	二处一级主任科员及以下	400130207002	59.79
哈尔滨铁路公安局	109201	哈尔滨铁路公安局	佳木斯铁路公安处基层所队民警	300130841019	54.71
沈阳铁路公安局	109202	沈阳铁路公安局	长春铁路公安处基层所队民警	300130842011	55.56
沈阳铁路公安局	109202	沈阳铁路公安局	长春铁路公安处基层所队民警	300130842016	57.30
沈阳铁路公安局	109202	沈阳铁路公安局	延边铁路公安处基层所队民警	300130842019	57.42
沈阳铁路公安局	109202	沈阳铁路公安局	延边铁路公安处基层所队民警	300130842019	57.42
沈阳铁路公安局	109202	沈阳铁路公安局	延边铁路公安处基层所队民警	300130842025	56.22
沈阳铁路公安局	109202	沈阳铁路公安局	延边铁路公安处基层所队民警	300130842025	56.22
北京铁路公安局	109203	北京铁路公安局	北京铁路公安处基层所队民警	300130843005	53.25
北京铁路公安局	109203	北京铁路公安局	北京铁路公安处基层所队民警	300130843005	53.25
北京铁路公安局	109203	北京铁路公安局	北京铁路公安处基层所队民警	300130843005	53.25
北京铁路公安局	109203	北京铁路公安局	北京铁路公安处基层所队民警	300130843005	53.25
北京铁路公安局	109203	北京铁路公安局	北京铁路公安处基层所队民警	300130843005	53.25
北京铁路公安局	109203	北京铁路公安局	北京铁路公安处基层所队民警	300130843005	53.25
北京铁路公安局	109203	北京铁路公安局	北京铁路公安处基层所队民警	300130843006	57.34
北京铁路公安局	109203	北京铁路公安局	北京铁路公安处基层所队民警	300130843008	50.76
北京铁路公安局	109203	北京铁路公安局	天津铁路公安处基层所队民警	300130843023	55.30
北京铁路公安局	109203	北京铁路公安局	天津铁路公安处基层所队民警	300130843023	55.30
北京铁路公安局	109203	北京铁路公安局	天津铁路公安处基层所队民警	300130843023	55.30
北京铁路公安局	109203	北京铁路公安局	天津铁路公安处基层所队民警	300130843023	55.30
北京铁路公安局	109203	北京铁路公安局	石家庄铁路公安处基层所队民警	300130843033	62.14
北京铁路公安局	109203	北京铁路公安局	石家庄铁路公安处基层所队民警	300130843038	53.93
呼和浩特铁路公安局	109205	呼和浩特铁路公安局	包头铁路公安处基层所队民警	300130845014	56.37
呼和浩特铁路公安局	109205	呼和浩特铁路公安局	包头铁路公安处基层所队民警	300130845014	56.37
呼和浩特铁路公安局	109205	呼和浩特铁路公安局	包头铁路公安处基层所队民警	300130845014	56.37
呼和浩特铁路公安局	109205	呼和浩特铁路公安局	包头铁路公安处基层所队民警	300130845014	56.37
呼和浩特铁路公安局	109205	呼和浩特铁路公安局	包头铁路公安处基层所队民警	300130845020	53.74
呼和浩特铁路公安局	109205	呼和浩特铁路公安局	包头铁路公安处基层所队民警	300130845020	53.74
呼和浩特铁路公安局	109205	呼和浩特铁路公安局	锡林浩特铁路公安处基层所队民警	300130845028	57.00
呼和浩特铁路公安局	109205	呼和浩特铁路公安局	锡林浩特铁路公安处基层所队民警	300130845028	57.00
呼和浩特铁路公安局	109205	呼和浩特铁路公安局	锡林浩特铁路公安处基层所队民警	300130845028	57.00
呼和浩特铁路公安局	109205	呼和浩特铁路公安局	锡林浩特铁路公安处基层所队民警	300130845031	55.56
呼和浩特铁路公安局	109205	呼和浩特铁路公安局	锡林浩特铁路公安处基层所队民警	300130845033	54.53
呼和浩特铁路公安局	109205	呼和浩特铁路公安局	锡林浩特铁路公安处基层所队民警	300130845033	54.53
呼和浩特铁路公安局	109205	呼和浩特铁路公安局	锡林浩特铁路公安处基层所队民警	300130845033	54.53
郑州铁路公安局	109206	郑州铁路公安局	郑州铁路公安处基层所队民警	300130846005	51.47
郑州铁路公安局	109206	郑州铁路公安局	郑州铁路公安处基层所队民警	300130846005	51.47
郑州铁路公安局	109206	郑州铁路公安局	郑州铁路公安处基层所队民警	300130846005	51.47
郑州铁路公安局	109206	郑州铁路公安局	郑州铁路公安处基层所队民警	300130846005	51.47
郑州铁路公安局	109206	郑州铁路公安局	洛阳铁路公安处基层所队民警	300130846009	53.04
郑州铁路公安局	109206	郑州铁路公安局	洛阳铁路公安处基层所队民警	300130846009	53.04
郑州铁路公安局	109206	郑州铁路公安局	洛阳铁路公安处基层所队民警	300130846027	56.62
郑州铁路公安局	109206	郑州铁路公安局	洛阳铁路公安处基层所队民警	300130846027	56.62
武汉铁路公安局	109207	武汉铁路公安局	武汉铁路公安处基层所队民警	300130848021	54.38
武汉铁路公安局	109207	武汉铁路公安局	武汉铁路公安处基层所队民警	300130848021	54.38
武汉铁路公安局	109207	武汉铁路公安局	武汉铁路公安处基层所队民警	300130848022	58.43
武汉铁路公安局	109207	武汉铁路公安局	武汉铁路公安处基层所队民警	300130848022	58.43
武汉铁路公安局	109207	武汉铁路公安局	武汉铁路公安处基层所队民警	300130848022	58.43
武汉铁路公安局	109207	武汉铁路公安局	武汉铁路公安处基层所队民警	300130848024	58.24
武汉铁路公安局	109207	武汉铁路公安局	武汉铁路公安处基层所队民警	300130848024	58.24
武汉铁路公安局	109207	武汉铁路公安局	武汉铁路公安处基层所队民警	300130848025	57.95
武汉铁路公安局	109207	武汉铁路公安局	襄阳铁路公安处基层所队民警	300130848027	50.70
武汉铁路公安局	109207	武汉铁路公安局	襄阳铁路公安处基层所队民警	300130848032	60.21
武汉铁路公安局	109207	武汉铁路公安局	襄阳铁路公安处基层所队民警	300130848032	60.21
武汉铁路公安局	109207	武汉铁路公安局	襄阳铁路公安处基层所队民警	300130848032	60.21
武汉铁路公安局	109207	武汉铁路公安局	襄阳铁路公安处基层所队民警	300130848036	60.20
武汉铁路公安局	109207	武汉铁路公安局	襄阳铁路公安处基层所队民警	300130848036	60.20
武汉铁路公安局	109207	武汉铁路公安局	襄阳铁路公安处基层所队民警	300130848036	60.20
武汉铁路公安局	109207	武汉铁路公安局	襄阳铁路公安处基层所队民警	300130848036	60.20
武汉铁路公安局	109207	武汉铁路公安局	襄阳铁路公安处基层所队民警	300130848036	60.20
武汉铁路公安局	109207	武汉铁路公安局	襄阳铁路公安处基层所队民警	300130848036	60.20
武汉铁路公安局	109207	武汉铁路公安局	襄阳铁路公安处基层所队民警	300130848036	60.20
西安铁路公安局	109208	西安铁路公安局	安康铁路公安处基层所队民警	300130847026	60.86
西安铁路公安局	109208	西安铁路公安局	安康铁路公安处基层所队民警	300130847026	60.86
西安铁路公安局	109208	西安铁路公安局	延安铁路公安处基层所队民警	300130847030	50.42
济南铁路公安局	109209	济南铁路公安局	济南铁路公安处基层所队民警	300130849006	55.03
济南铁路公安局	109209	济南铁路公安局	济南铁路公安处基层所队民警	300130849006	55.03
济南铁路公安局	109209	济南铁路公安局	济南铁路公安处基层所队民警	300130849006	55.03
济南铁路公安局	109209	济南铁路公安局	济南铁路公安处基层所队民警	300130849007	54.34
上海铁路公安局	109210	上海铁路公安局	杭州铁路公安处基层所队民警	300130850002	60.66
上海铁路公安局	109210	上海铁路公安局	杭州铁路公安处基层所队民警	300130850002	60.66
上海铁路公安局	109210	上海铁路公安局	杭州铁路公安处基层所队民警	300130850003	58.05
上海铁路公安局	109210	上海铁路公安局	杭州铁路公安处基层所队民警	300130850003	58.05
上海铁路公安局	109210	上海铁路公安局	杭州铁路公安处基层所队民警	300130850003	58.05
上海铁路公安局	109210	上海铁路公安局	杭州铁路公安处基层所队民警	300130850003	58.05
上海铁路公安局	109210	上海铁路公安局	上海铁路公安处基层所队民警	300130850017	50.55
上海铁路公安局	109210	上海铁路公安局	上海铁路公安处基层所队民警	300130850017	50.55
上海铁路公安局	109210	上海铁路公安局	上海铁路公安处基层所队民警	300130850017	50.55
上海铁路公安局	109210	上海铁路公安局	上海铁路公安处基层所队民警	300130850017	50.55
上海铁路公安局	109210	上海铁路公安局	上海铁路公安处基层所队民警	300130850017	50.55
上海铁路公安局	109210	上海铁路公安局	上海铁路公安处基层所队民警	300130850017	50.55
上海铁路公安局	109210	上海铁路公安局	上海铁路公安处基层所队民警	300130850017	50.55
上海铁路公安局	109210	上海铁路公安局	上海铁路公安处基层所队民警	300130850017	50.55
上海铁路公安局	109210	上海铁路公安局	上海铁路公安处基层所队民警	300130850017	50.55
上海铁路公安局	109210	上海铁路公安局	上海铁路公安处基层所队民警	300130850017	50.55
上海铁路公安局	109210	上海铁路公安局	上海铁路公安处基层所队民警	300130850017	50.55
上海铁路公安局	109210	上海铁路公安局	上海铁路公安处基层所队民警	300130850017	50.55
上海铁路公安局	109210	上海铁路公安局	上海铁路公安处基层所队民警	300130850018	56.46
上海铁路公安局	109210	上海铁路公安局	上海铁路公安处基层所队民警	300130850018	56.46
上海铁路公安局	109210	上海铁路公安局	徐州铁路公安处基层所队民警	300130850046	53.15
上海铁路公安局	109210	上海铁路公安局	徐州铁路公安处基层所队民警	300130850046	53.15
上海铁路公安局	109210	上海铁路公安局	徐州铁路公安处基层所队民警	300130850046	53.15
上海铁路公安局	109210	上海铁路公安局	徐州铁路公安处基层所队民警	300130850046	53.15
上海铁路公安局	109210	上海铁路公安局	徐州铁路公安处基层所队民警	300130850046	53.15
上海铁路公安局	109210	上海铁路公安局	徐州铁路公安处基层所队民警	300130850046	53.15
上海铁路公安局	109210	上海铁路公安局	徐州铁路公安处基层所队民警	300130850046	53.15
上海铁路公安局	109210	上海铁路公安局	徐州铁路公安处基层所队民警	300130850046	53.15
上海铁路公安局	109210	上海铁路公安局	徐州铁路公安处基层所队民警	300130850047	54.79
上海铁路公安局	109210	上海铁路公安局	徐州铁路公安处基层所队民警	300130850047	54.79
上海铁路公安局	109210	上海铁路公安局	徐州铁路公安处基层所队民警	300130850047	54.79
上海铁路公安局	109210	上海铁路公安局	徐州铁路公安处基层所队民警	300130850047	54.79
上海铁路公安局	109210	上海铁路公安局	徐州铁路公安处基层所队民警	300130850047	54.79
上海铁路公安局	109210	上海铁路公安局	徐州铁路公安处基层所队民警	300130850047	54.79
南昌铁路公安局	109211	南昌铁路公安局	鹰潭铁路公安处基层所队民警	300130855010	56.77
南昌铁路公安局	109211	南昌铁路公安局	鹰潭铁路公安处基层所队民警	300130855010	56.77
南昌铁路公安局	109211	南昌铁路公安局	鹰潭铁路公安处基层所队民警	300130855010	56.77
南昌铁路公安局	109211	南昌铁路公安局	鹰潭铁路公安处基层所队民警	300130855010	56.77
南昌铁路公安局	109211	南昌铁路公安局	福州铁路公安处基层所队民警	300130855034	57.69
南昌铁路公安局	109211	南昌铁路公安局	福州铁路公安处基层所队民警	300130855034	57.69
南昌铁路公安局	109211	南昌铁路公安局	福州铁路公安处基层所队民警	300130855034	57.69
南昌铁路公安局	109211	南昌铁路公安局	福州铁路公安处基层所队民警	300130855034	57.69
广州铁路公安局	109212	广州铁路公安局	怀化铁路公安处基层所队民警	300130851004	53.57
广州铁路公安局	109212	广州铁路公安局	怀化铁路公安处基层所队民警	300130851004	53.57
广州铁路公安局	109212	广州铁路公安局	怀化铁路公安处基层所队民警	300130851004	53.57
广州铁路公安局	109212	广州铁路公安局	怀化铁路公安处基层所队民警	300130851004	53.57
广州铁路公安局	109212	广州铁路公安局	怀化铁路公安处基层所队民警	300130851008	54.86
广州铁路公安局	109212	广州铁路公安局	怀化铁路公安处基层所队民警	300130851008	54.86
广州铁路公安局	109212	广州铁路公安局	怀化铁路公安处基层所队民警	300130851008	54.86
广州铁路公安局	109212	广州铁路公安局	怀化铁路公安处基层所队民警	300130851008	54.86
广州铁路公安局	109212	广州铁路公安局	怀化铁路公安处基层所队民警	300130851008	54.86
广州铁路公安局	109212	广州铁路公安局	怀化铁路公安处基层所队民警	300130851009	52.01
广州铁路公安局	109212	广州铁路公安局	怀化铁路公安处基层所队民警	300130851009	52.01
广州铁路公安局	109212	广州铁路公安局	怀化铁路公安处基层所队民警	300130851009	52.01
广州铁路公安局	109212	广州铁路公安局	怀化铁路公安处基层所队民警	300130851009	52.01
广州铁路公安局	109212	广州铁路公安局	怀化铁路公安处基层所队民警	300130851016	57.09
广州铁路公安局	109212	广州铁路公安局	长沙铁路公安处基层所队民警	300130851025	54.60
广州铁路公安局	109212	广州铁路公安局	衡阳铁路公安处基层所队民警	300130851040	53.22
广州铁路公安局	109212	广州铁路公安局	衡阳铁路公安处基层所队民警	300130851040	53.22
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851056	57.84
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851056	57.84
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851056	57.84
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851056	57.84
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851056	57.84
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851056	57.84
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851056	57.84
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851056	57.84
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851056	57.84
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851056	57.84
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851057	54.43
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851057	54.43
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851057	54.43
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851057	54.43
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851057	54.43
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851057	54.43
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851057	54.43
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851057	54.43
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851057	54.43
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851058	61.26
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851058	61.26
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851058	61.26
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851058	61.26
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851059	52.38
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851060	55.87
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851060	55.87
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851060	55.87
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851061	50.22
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851061	50.22
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851061	50.22
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851061	50.22
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851061	50.22
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851061	50.22
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851061	50.22
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851061	50.22
广州铁路公安局	109212	广州铁路公安局	广州铁路公安处基层所队民警	300130851061	50.22
广州铁路公安局	109212	广州铁路公安局	深圳铁路公安处基层所队民警	300130851073	61.60
广州铁路公安局	109212	广州铁路公安局	深圳铁路公安处基层所队民警	300130851076	58.99
广州铁路公安局	109212	广州铁路公安局	深圳铁路公安处基层所队民警	300130851076	58.99
广州铁路公安局	109212	广州铁路公安局	深圳铁路公安处基层所队民警	300130851085	61.01
广州铁路公安局	109212	广州铁路公安局	惠州铁路公安处基层所队民警	300130851093	53.33
广州铁路公安局	109212	广州铁路公安局	惠州铁路公安处基层所队民警	300130851093	53.33
广州铁路公安局	109212	广州铁路公安局	惠州铁路公安处基层所队民警	300130851093	53.33
广州铁路公安局	109212	广州铁路公安局	惠州铁路公安处基层所队民警	300130851094	53.78
广州铁路公安局	109212	广州铁路公安局	惠州铁路公安处基层所队民警	300130851094	53.78
广州铁路公安局	109212	广州铁路公安局	惠州铁路公安处基层所队民警	300130851095	63.75
广州铁路公安局	109212	广州铁路公安局	佛山铁路公安处基层所队民警	300130851107	56.47
广州铁路公安局	109212	广州铁路公安局	佛山铁路公安处基层所队民警	300130851107	56.47
广州铁路公安局	109212	广州铁路公安局	佛山铁路公安处基层所队民警	300130851107	56.47
广州铁路公安局	109212	广州铁路公安局	佛山铁路公安处基层所队民警	300130851107	56.47
广州铁路公安局	109212	广州铁路公安局	佛山铁路公安处基层所队民警	300130851107	56.47
广州铁路公安局	109212	广州铁路公安局	佛山铁路公安处基层所队民警	300130851107	56.47
广州铁路公安局	109212	广州铁路公安局	佛山铁路公安处基层所队民警	300130851107	56.47
广州铁路公安局	109212	广州铁路公安局	佛山铁路公安处基层所队民警	300130851107	56.47
南宁铁路公安局	109213	南宁铁路公安局	南宁铁路公安处基层所队民警	300130852018	55.43
南宁铁路公安局	109213	南宁铁路公安局	南宁铁路公安处基层所队民警	300130852019	58.67
南宁铁路公安局	109213	南宁铁路公安局	南宁铁路公安处基层所队民警	300130852030	52.95
南宁铁路公安局	109213	南宁铁路公安局	南宁铁路公安处基层所队民警	300130852033	55.15
南宁铁路公安局	109213	南宁铁路公安局	柳州铁路公安处基层所队民警	300130852039	52.11
南宁铁路公安局	109213	南宁铁路公安局	柳州铁路公安处基层所队民警	300130852039	52.11
兰州铁路公安局	109216	兰州铁路公安局	银川铁路公安处基层所队民警	300130856007	53.70
兰州铁路公安局	109216	兰州铁路公安局	银川铁路公安处基层所队民警	300130856012	49.80
兰州铁路公安局	109216	兰州铁路公安局	银川铁路公安处基层所队民警	300130856012	49.80
兰州铁路公安局	109216	兰州铁路公安局	银川铁路公安处基层所队民警	300130856012	49.80
兰州铁路公安局	109216	兰州铁路公安局	银川铁路公安处基层所队民警	300130856012	49.80
兰州铁路公安局	109216	兰州铁路公安局	银川铁路公安处基层所队民警	300130856012	49.80
兰州铁路公安局	109216	兰州铁路公安局	银川铁路公安处基层所队民警	300130856012	49.80
兰州铁路公安局	109216	兰州铁路公安局	武威铁路公安处基层所队民警	300130856037	51.69
兰州铁路公安局	109216	兰州铁路公安局	武威铁路公安处基层所队民警	300130856037	51.69
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	哈密铁路公安处基层所队民警	300130857012	59.77
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	哈密铁路公安处基层所队民警	300130857012	59.77
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	哈密铁路公安处基层所队民警	300130857012	59.77
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	哈密铁路公安处基层所队民警	300130857013	55.01
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	哈密铁路公安处基层所队民警	300130857013	55.01
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	哈密铁路公安处基层所队民警	300130857013	55.01
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	哈密铁路公安处基层所队民警	300130857013	55.01
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	库尔勒铁路公安处基层所队民警	300130857020	59.58
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	库尔勒铁路公安处基层所队民警	300130857020	59.58
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	库尔勒铁路公安处基层所队民警	300130857020	59.58
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	奎屯铁路公安处基层所队民警	300130857029	60.29
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	奎屯铁路公安处基层所队民警	300130857031	53.29
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	奎屯铁路公安处基层所队民警	300130857031	53.29
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	奎屯铁路公安处基层所队民警	300130857031	53.29
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	喀什铁路公安处基层所队民警	300130857037	60.76
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	喀什铁路公安处基层所队民警	300130857037	60.76
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	喀什铁路公安处基层所队民警	300130857037	60.76
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	喀什铁路公安处基层所队民警	300130857038	61.04
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	喀什铁路公安处基层所队民警	300130857039	62.49
乌鲁木齐铁路公安局	109217	乌鲁木齐铁路公安局	喀什铁路公安处基层所队民警	300130857040	51.88
青藏铁路公安局	109218	青藏铁路公安局	西宁铁路公安处基层所队民警	300130858008	52.01
青藏铁路公安局	109218	青藏铁路公安局	西宁铁路公安处基层所队民警	300130858008	52.01
青藏铁路公安局	109218	青藏铁路公安局	西宁铁路公安处基层所队民警	300130858008	52.01
青藏铁路公安局	109218	青藏铁路公安局	西宁铁路公安处基层所队民警	300130858009	52.89
青藏铁路公安局	109218	青藏铁路公安局	西宁铁路公安处基层所队民警	300130858009	52.89
青藏铁路公安局	109218	青藏铁路公安局	西宁铁路公安处基层所队民警	300130858009	52.89
青藏铁路公安局	109218	青藏铁路公安局	西宁铁路公安处基层所队民警	300130858009	52.89
青藏铁路公安局	109218	青藏铁路公安局	西宁铁路公安处基层所队民警	300130858009	52.89
青藏铁路公安局	109218	青藏铁路公安局	西宁铁路公安处基层所队民警	300130858018	55.05
青藏铁路公安局	109218	青藏铁路公安局	西宁铁路公安处基层所队民警	300130858018	55.05
青藏铁路公安局	109218	青藏铁路公安局	拉萨铁路公安处基层所队民警	300130858030	54.39
青藏铁路公安局	109218	青藏铁路公安局	拉萨铁路公安处基层所队民警	300130858030	54.39
青藏铁路公安局	109218	青藏铁路公安局	拉萨铁路公安处基层所队民警	300130858031	58.69
青藏铁路公安局	109218	青藏铁路公安局	拉萨铁路公安处基层所队民警	300130858031	58.69
中国民用航空西藏自治区管理局公安局	109309	中国民用航空西藏自治区管理局公安局	阿里昆莎机场公安分局一级警长及以下	300130005002	50.01
中国民用航空西藏自治区管理局公安局	109309	中国民用航空西藏自治区管理局公安局	阿里昆莎机场公安分局一级警长及以下	300130005002	50.01
厦门海关缉私局	109418	厦门海关缉私局	法制二处一级警长及以下	300130001001	61.29
广州海关缉私局	109425	广州海关缉私局	大铲海关缉私分局一级警长及以下	300130001004	53.60
拱北海关缉私局	109427	拱北海关缉私局	横琴海关缉私分局一级警长及以下	300130001004	52.59
长江航运公安局	109501	长江航运公安局黄石分局	装备财务科一级警长及以下	300130008004	59.24
长江航运公安局	109501	长江航运公安局黄石分局	装备财务科一级警长及以下	300130008004	59.24
财政部黑龙江监管局	113109	黑龙江监管局	一级主任科员及以下	300110109001	128.60
财政部广西监管局	113125	广西监管局	一级主任科员及以下	300110125001	119.50
财政部广西监管局	113125	广西监管局	一级主任科员及以下	300110125001	119.50
财政部广西监管局	113125	广西监管局	一级主任科员及以下	300110125001	119.50
财政部广西监管局	113125	广西监管局	一级主任科员及以下	300110125001	119.50
财政部广西监管局	113125	广西监管局	一级主任科员及以下	300110125001	119.50
财政部广西监管局	113125	广西监管局	一级主任科员及以下	300110125001	119.50
财政部广西监管局	113125	广西监管局	一级主任科员及以下	300110125001	119.50
财政部贵州监管局	113129	贵州监管局	一级主任科员及以下	300110129001	119.80
财政部贵州监管局	113129	贵州监管局	一级主任科员及以下	300110129001	119.80
财政部贵州监管局	113129	贵州监管局	一级主任科员及以下	300110129001	119.80
财政部贵州监管局	113129	贵州监管局	一级主任科员及以下	300110129001	119.80
财政部贵州监管局	113129	贵州监管局	一级主任科员及以下	300110129001	119.80
财政部贵州监管局	113129	贵州监管局	一级主任科员及以下	300110129001	119.80
财政部贵州监管局	113129	贵州监管局	一级主任科员及以下	300110129001	119.80
财政部青海监管局	113133	青海监管局	一级主任科员及以下	300110133001	122.60
财政部青海监管局	113133	青海监管局	一级主任科员及以下	300110133001	122.60
财政部青海监管局	113133	青海监管局	一级主任科员及以下	300110133001	122.60
财政部青海监管局	113133	青海监管局	一级主任科员及以下	300110133001	122.60
海南测绘地理信息局	115113	海南测绘地理信息局	地理信息监测处(应急测绘保障处)一级主任科员及以下	300110113002	125.20
海南测绘地理信息局	115113	海南测绘地理信息局	地理信息监测处(应急测绘保障处)一级主任科员及以下	300110113002	125.20
自然资源部南海局	115116	自然资源部南海局	海域海岛管理处(海洋国土空间规划处)一级主任科员以下	300110116003	124.90
国家海洋局极地考察办公室	115117	国家海洋局极地考察办公室	国际处一级主任科员及以下	400110117003	118.20
国家海洋局极地考察办公室	115117	国家海洋局极地考察办公室	国际处一级主任科员及以下	400110117003	118.20
生态环境部华北核与辐射安全监督站	116107	生态环境部华北核与辐射安全监督站	核与辐射安全监督处一级主任科员及以下	400110107001	119.60
生态环境部西南核与辐射安全监督站	116110	生态环境部西南核与辐射安全监督站	核与辐射安全监督岗位一级主任科员及以下	400110110001	108.40
生态环境部淮河流域生态环境监督管理局	116115	生态环境部淮河流域生态环境监督管理局	监督管理处一级主任科员及以下	300110115002	120.40
长江海事局	118103	宜昌海事局	宜昌海事局一级行政执法员(一)	300110004001	117.90
长江海事局	118103	宜昌海事局	宜昌海事局一级行政执法员(三)	300110004003	107.80
长江海事局	118103	芜湖海事局	芜湖海事局一级行政执法员(六)	300110011006	130.40
长江海事局	118103	宜宾海事局	宜宾海事局一级行政执法员(一)	300149002001	97.30
